"table_name","column_name","python_datatype","db_datatype","row_count","unique_count","null_count","fill_rate_pct","top_10_values","bottom_10_values","min_length","max_length"
"procedures","proc_description_std","server-side","longtext","45979641","~892 (sampled)","179030","99.61","OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES A MEDICALLY APPROPRIATE HISTORY AND/OR EXAMINATION AND MODERATE LEVEL OF MEDICAL DECISION MAKING. WHEN USING TOTAL TIME ON THE DATE OF THE ENCOUNTER FOR CODE SELECTION, 30 MINUTES MUST BE MET OR EXCEEDED.(52414); OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES A MEDICALLY APPROPRIATE HISTORY AND/OR EXAMINATION AND LOW LEVEL OF MEDICAL DECISION MAKING. WHEN USING TOTAL TIME ON THE DATE OF THE ENCOUNTER FOR CODE SELECTION, 20 MINUTES MUST BE MET OR EXCEEDED.(47423); OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF A NEW PATIENT, WHICH REQUIRES A MEDICALLY APPROPRIATE HISTORY AND/OR EXAMINATION AND MODERATE LEVEL OF MEDICAL DECISION MAKING. WHEN USING TOTAL TIME ON THE DATE OF THE ENCOUNTER FOR CODE SELECTION, 45 MINUTES MUST BE MET OR EXCEEDED.(24512); SUBSEQUENT HOSPITAL INPATIENT OR OBSERVATION CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A PATIENT, WHICH REQUIRES A MEDICALLY APPROPRIATE HISTORY AND/OR EXAMINATION AND HIGH LEVEL OF MEDICAL DECISION MAKING. WHEN USING TOTAL TIME ON THE DATE OF THE ENCOUNTER FOR CODE SELECTION, 50 MINUTES MUST BE MET OR EXCEEDED.(19777); INJECTION(S), ANESTHETIC AGENT(S) AND/OR STEROID; TRANSFORAMINAL EPIDURAL, WITH IMAGING GUIDANCE (FLUOROSCOPY OR CT), LUMBAR OR SACRAL, SINGLE LEVEL(12672); SUBSEQUENT HOSPITAL INPATIENT OR OBSERVATION CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A PATIENT, WHICH REQUIRES A MEDICALLY APPROPRIATE HISTORY AND/OR EXAMINATION AND MODERATE LEVEL OF MEDICAL DECISION MAKING. WHEN USING TOTAL TIME ON THE DATE OF THE ENCOUNTER FOR CODE SELECTION, 35 MINUTES MUST BE MET OR EXCEEDED.(11649); Injection, dexamethasone sodium phosphate, 1 mg(10607); OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF A NEW PATIENT, WHICH REQUIRES A MEDICALLY APPROPRIATE HISTORY AND/OR EXAMINATION AND LOW LEVEL OF MEDICAL DECISION MAKING. WHEN USING TOTAL TIME ON THE DATE OF THE ENCOUNTER FOR CODE SELECTION, 30 MINUTES MUST BE MET OR EXCEEDED.(10112); OFFICE OR OTHER OUTPATIENT CONSULTATION FOR A NEW OR ESTABLISHED PATIENT, WHICH REQUIRES A MEDICALLY APPROPRIATE HISTORY AND/OR EXAMINATION AND MODERATE LEVEL OF MEDICAL DECISION MAKING. WHEN USING TOTAL TIME ON THE DATE OF THE ENCOUNTER FOR CODE SELECTION, 40 MINUTES MUST BE MET OR EXCEEDED.(9733); OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES A MEDICALLY APPROPRIATE HISTORY AND/OR EXAMINATION AND HIGH LEVEL OF MEDICAL DECISION MAKING. WHEN USING TOTAL TIME ON THE DATE OF THE ENCOUNTER FOR CODE SELECTION, 40 MINUTES MUST BE MET OR EXCEEDED.(9500)","PROLONGED CLINICAL STAFF SERVICE (THE SERVICE BEYOND THE HIGHEST TIME IN THE RANGE OF TOTAL TIME OF THE SERVICE) DURING AN EVALUATION AND MANAGEMENT SERVICE IN THE OFFICE OR OUTPATIENT SETTING, DIRECT PATIENT CONTACT WITH PHYSICIAN SUPERVISION; FIRST HOUR (LIST SEPARATELY IN ADDITION TO CODE FOR OUTPATIENT EVALUATION AND MANAGEMENT SERVICE)(1); INCISION AND DRAINAGE, DEEP ABSCESS OR HEMATOMA, SOFT TISSUES OF NECK OR THORAX(1); ARTHRODESIS, POSTERIOR, FOR SPINAL DEFORMITY, WITH OR WITHOUT CAST; UP TO 6 VERTEBRAL SEGMENTS(1); DISCECTOMY, ANTERIOR, WITH DECOMPRESSION OF SPINAL CORD AND/OR NERVE ROOT(S), INCLUDING OSTEOPHYTECTOMY; THORACIC, SINGLE INTERSPACE(1); CRANIOFACIAL APPROACH TO ANTERIOR CRANIAL FOSSA; EXTRADURAL, INCLUDING LATERAL RHINOTOMY, ETHMOIDECTOMY, SPHENOIDECTOMY, WITHOUT MAXILLECTOMY OR ORBITAL EXENTERATION(1); MAGNETIC RESONANCE (EG, PROTON) IMAGING, ORBIT, FACE, AND/OR NECK; WITH CONTRAST MATERIAL(S)(1); RECONSTRUCTION, ENTIRE OR MAJORITY OF FOREHEAD AND/OR SUPRAORBITAL RIMS; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFTS)(1); TRANSECTION OR AVULSION OF; SUPRAORBITAL NERVE(1); ACOUSTIC REFLEX TESTING, THRESHOLD(1); HEALTH AND BEHAVIOR ASSESSMENT (EG, HEALTH-FOCUSED CLINICAL INTERVIEW, BEHAVIORAL OBSERVATIONS, PSYCHOPHYSIOLOGICAL MONITORING, HEALTH-ORIENTED QUESTIONNAIRES), EACH 15 MINUTES FACE-TO-FACE WITH THE PATIENT; RE-ASSESSMENT(1)","",""
"ros","ndid","server-side","bigint","101903521","~621,353","0","100.0","100100010000001(10581); 100100010001347(1057); 100100010008612(697); 100100010005763(677); 100100010011435(510); 100100010038777(500); 100100010007503(477); 100100010029006(474); 100100010022880(469); 100100010003259(468)","100100010001121(1); 100100010001683(1); 100100010001971(1); 100100010001339(1); 100100010000868(1); 100100010000901(1); 100100010002029(1); 100100010000734(1); 100100010002109(1); 100100010001331(1)","",""
"ros","eid","server-side","bigint","101903521","~2,946,392","52569","99.95","1001000100000030007(184); 1001000100194770022(114); 1001000100007420114(113); 1001000100359120003(96); 1001000100059880012(92); 1001000100010200013(91); 1001000100011360025(91); 1001000100006840050(91); 1001000100013470210(91); 1001000100000011175(91)","1001000100000010491(1); 1001000100000012085(1); 1001000100000011639(1); 1001000100000011465(1); 1001000100365560009(1); 1001000100000010852(1); 1001000100000011240(1); 1001000100000011455(1); 1001000100000011466(1); 1001000100000011734(1)","",""
"ros","enc_start_date","server-side","date","101903521","n/a","75905","99.93","","","",""
"ros","ros_date","server-side","date","101903521","n/a","1139040","98.88","","","",""
"ros","ros_name","server-side","varchar(255)","101903521","~19 (sampled)","2399","100.0","Screenings(434703); review of symptoms(59695); Neurologic(1844); migraine intake questions(1093); ENMT(471); Constitutional(313); Cardiovascular(278); Gastrointestinal(237); Musculoskeletal(232); Allergic/Immunologic(209)","SMU review of symptoms(22); Endocrine(26); Psychologic / Psychiatric(81); Integumentary(87); Hematologic/Lymphatic(94); Psychiatric(104); Eyes(152); Genitourinary(174); Respiratory(185); Allergic/Immunologic(209)","",""
"ros","ros_category","server-side","varchar(255)","101903521","~7 (sampled)","1352865","98.67","SCREENINGS(434703); ROS -form(59695); General Adult ROS - Physiatry(1777); Abbreviated Neuro ROS(1492); General Adult ROS- extensive(1218); Migraine intake questions(1093); SMU ROS(22)","SMU ROS(22); Migraine intake questions(1093); General Adult ROS- extensive(1218); Abbreviated Neuro ROS(1492); General Adult ROS - Physiatry(1777); ROS -form(59695); SCREENINGS(434703)","",""
"ros","ros_option","server-side","longtext","101903521","~1,672 (sampled)","83357505","18.2","NEUTRAL(485289); NORMAL(10985); sometimes(838); ABNORMAL(412); at times(42); occasionally(41); legs(18); asthma(17); w/ migraines(16); word finding difficulty(15)","tingling feeling.(1); sometimes, left foot(1); just neuropathy, horribly(1); Tripped(1); In January(1); takes miralax daily(1); stage 1 dementia(1); maybe on ice and snow(1); only in unfamiliar place to walk(1); if I have to, yes(1)","",""
"ros","ros_notes","server-side","longtext","101903521","~222 (sampled)","42649343","58.15","Do you have a Medical Power of Attorney?{{yes|no}}(43560); I use or have been advised to use a cane or walker to get around safely.{{yes|no}}(43554); I have lost some feeling in my feet.{{yes|no}}(43533); I need to push with my hands to stand up from a chair.{{yes|no}}(43522); I am worried about falling. {{yes|no}}(43511); I steady myself by holding onto furniture when walking home.{{yes|no}}(43455); Sometimes I feel unsteady when I am walking.{{yes|no}}(43451); I have fallen in the past year.{{yes|no}}(43410); I have some trouble stepping up onto a curb. {{yes|no}}(43381); Do you have a Advanced Directive?{{yes|no}}(43270)","tinnitus(1); morning headache(1); 100100100000003–4(1); arthralgias/joint pain: general(1); lightheadedness(1); numbness(1); nausea / vomiting(1); location _________       Scale {{ 1|2|3|4|5|6|7|8|9|10}}(1); rash(1); dry eyes(1)","",""
"ros","created_datetime","server-side","datetime","101903521","n/a","0","100.0","","","",""
"ros","created_by","server-side","varchar(2)","101903521","~1 (sampled)","0","100.0","ND(500000)","ND(500000)","",""
"ros","ehr_source_name","server-side","varchar(10)","101903521","~1 (sampled)","0","100.0","athenaone(500000)","athenaone(500000)","",""
"ros","source_path","server-side","varchar(15)","101903521","~1 (sampled)","0","100.0","bronze_layer(500000)","bronze_layer(500000)","",""
"ros","data_type","server-side","varchar(10)","101903521","~1 (sampled)","0","100.0","Structured(500000)","Structured(500000)","",""
"ros","psid","server-side","int","101903521","~6,427","0","100.0","1(500000)","1(500000)","",""
"ros","ros_id","server-side","varchar(255)","101903521","~498,905 (sampled)","99163673","2.69","62739045(2); 62755881(2); 62735551(2); 62755001(2); 62738275(2); 62742651(2); 62722474(2); 62745719(2); 62731644(2); 62750627(2)","62716533(1); 62756323(1); 62727862(1); 51799238(1); 62747638(1); 62723608(1); 62749340(1); 62728633(1); 62744711(1); 62746782(1)","",""
"ros","ros_parameter","server-side","varchar(255)","101903521","~36 (sampled)","99163673","2.69","SCREENINGS(434703); column 2(13787); column 1(13701); column 3(11576); column 4(8724); Full 10 system review(6718); column 5(5198); Symptoms:(1492); Neurologic:(352); Mouth/Throat:(283)"," other(1); Pain(1);  episodes and cognition(3); medical(8); Endocrine:(26); Skin:(87); Nose:(91); Hematologic/Lymphatic(94); Ears:(97); Constitutional / General:(146)","",""
"ros","nd_extracted_date","server-side","date","101903521","n/a","6179618","93.94","","","",""
"ros","udm_inc_id","server-side","bigint","101903521","~97,312,064","0","100.0","69485919(1); 69485920(1); 69485921(1); 69485922(1); 69485923(1); 69485924(1); 69485925(1); 69485926(1); 69485927(1); 69485928(1)","69485919(1); 69485920(1); 69485921(1); 69485922(1); 69485923(1); 69485924(1); 69485925(1); 69485926(1); 69485927(1); 69485928(1)","",""
"ros","enc_date_proxy","server-side","date","101903521","n/a","75905","99.93","","","",""
"vitals","vital_id","server-side","decimal(18,0)","173803382","~500,000 (sampled)","0","100.0","62812654(1); 62813539(1); 62813544(1); 62803970(1); 62813541(1); 62806544(1); 62799256(1); 62803895(1); 62802770(1); 62801894(1)","62812654(1); 62813539(1); 62813544(1); 62803970(1); 62813541(1); 62806544(1); 62799256(1); 62803895(1); 62802770(1); 62801894(1)","",""
"vitals","ndid","server-side","bigint","173803382","~2,578,523","0","100.0","100100010000280(6145); 100100010000052(4904); 100100010000430(4386); 100100010000984(4262); 100100010000095(4225); 100100010000579(4137); 100100010001147(4080); 100100010000392(3715); 100100010001121(3671); 100100010001014(3607)","100100010001085(10); 100100010000303(11); 100100010000590(11); 100100010000249(20); 100100010000093(20); 100100010000299(20); 100100010000271(20); 100100010000068(20); 100100010000446(20); 100100010000575(20)","",""
"vitals","eid","server-side","bigint","173803382","~10,156,746","1143722","99.34","","","",""
"vitals","vital_code","server-side","int","173803382","~7 (sampled)","1275","100.0","1(827); 2(495); 3(110); 4(8); 5(3); 6(2)","6(2); 5(3); 4(8); 3(110); 2(495); 1(827)","",""
"vitals","vital_name","server-side","varchar(100)","173803382","~41 (sampled)","26890","99.98","VITALS.HEIGHT(51463); VITALS.WEIGHT(50203); VITALS.BMI(49899); VITALS.BLOODPRESSURE.SYSTOLIC(47652); VITALS.BLOODPRESSURE.DIASTOLIC(47570); VITALS.PULSE.RATE(44920); VITALS.HEIGHT.TYPE(29899); VITALS.WEIGHT.TYPE(29110); VITALS.RESPIRATIONRATE(29078); VITALS.BLOODPRESSURE.TYPE(27754)","VITALS.HEIGHT.REFUSEDREASON.VALUEID(1); VITALS.AGE(2); VITALS.WEIGHT.PREPOST(3); VITALS.BLOODPRESSURE.REFUSEDREASON.VALUEID(6); 25FOOTTIMEDWALK(7); VITALS.WEIGHT.OUTOFRANGE(13); VITALS.WEIGHT.REFUSEDREASON.VALUEID(15); VITALS.25FOOTTIMEDWALK(54); VITALS.TEMPERATURE(75); VITALS.BMI.PERCENTILE(305)","",""
"vitals","vital_coding_system","server-side","varchar(10)","173803382","~1 (sampled)","14891254","91.43","LOINC(500000)","LOINC(500000)","",""
"vitals","vital_date","server-side","varchar(10)","173803382","~3,468 (sampled)","11015325","93.66","2018-12-14(27861); 2019-01-25(1073); 2025-06-25(515); 2025-06-26(441); 2024-04-10(392); 2024-12-10(391); 2024-12-18(383); 2025-01-12(377); 2025-02-12(372); 2024-12-15(370)","2019-01-18(1); 2018-01-19(1); 2012-02-28(1); 2021-05-21(1); 2016-09-30(1); 2023-01-26(1); 2015-08-29(2); 2012-04-09(2); 2016-07-23(2); 2022-12-17(3)","",""
"vitals","vital_time","server-side","varchar(13)","173803382","~35,684 (sampled)","11015325","93.66","05:05:10(151); 05:05:15(150); 05:05:13(133); 05:05:08(132); 05:05:16(120); 05:06:49(116); 05:05:17(116); 05:05:19(115); 05:05:18(113); 05:02:49(108)","17:19:28(1); 16:08:38(1); 06:52:41(1); 07:34:56(1); 07:25:51(1); 07:28:53(1); 20:24:33(1); 06:52:26(1); 07:12:08(1); 06:48:10(1)","",""
"vitals","vital_unit","server-side","varchar(60)","173803382","~2 (sampled)","156357411","10.04","cm(51463); g(50203)","g(50203); cm(51463)","",""
"vitals","vital_range","server-side","binary(0)","173803382","~0 (sampled)","125023861","28.07","","","",""
"vitals","vital_result","server-side","varchar(500)","173803382","~2,861 (sampled)","68451174","60.62","Height(28256); sitting(27383); Weight(25951); L arm(22284); 16(17465); Not Performed(12525); 14(11585); regular(9082); 10(8916); 12(7809)","54158.93(1); 80059.053305(1); 162295.35(1); 202483.63(1); 161569.6(1); 110994.05(1); 172.09(1); 139887.89(1); 44814.93(1); 3.3(1)","",""
"vitals","created_datetime","server-side","datetime","173803382","n/a","0","100.0","","","",""
"vitals","created_by","server-side","varchar(2)","173803382","~1 (sampled)","0","100.0","ND(500000)","ND(500000)","",""
"vitals","updated_datetime","server-side","datetime","173803382","n/a","148122346","14.78","","","",""
"vitals","updated_by","server-side","varchar(2)","173803382","~1 (sampled)","148122346","14.78","ND(500000)","ND(500000)","",""
"vitals","ehr_source_name","server-side","varchar(255)","173803382","~1 (sampled)","0","100.0","athenaone(500000)","athenaone(500000)","",""
"vitals","source_path","server-side","varchar(12)","173803382","~1 (sampled)","0","100.0","bronze_layer(500000)","bronze_layer(500000)","",""
"vitals","data_type","server-side","varchar(10)","173803382","~1 (sampled)","0","100.0","Structured(500000)","Structured(500000)","",""
"vitals","psid","server-side","varchar(4)","173803382","~7,776","0","100.0","0003(500000)","0003(500000)","",""
"vitals","nd_extracted_date","server-side","date","173803382","n/a","9848064","94.33","","","",""
"vitals","udm_inc_id","server-side","bigint","173803382","~159,757,712","0","100.0","183506708(1); 183506709(1); 183506710(1); 183506711(1); 183506712(1); 183506713(1); 183506714(1); 183506715(1); 183506716(1); 183506717(1)","183506708(1); 183506709(1); 183506710(1); 183506711(1); 183506712(1); 183506713(1); 183506714(1); 183506715(1); 183506716(1); 183506717(1)","",""
"vitals","enc_date_proxy","server-side","date","173803382","n/a","11015325","93.66","","","",""
"encounters","eid","server-side","bigint","212669249","~42,508,248","3","100.0","1001000100000010001(1); 1001000100000010002(1); 1001000100000010003(1); 1001000100000010004(1); 1001000100000010005(1); 1001000100000010006(1); 1001000100000010007(1); 1001000100000010008(1); 1001000100000010009(1); 1001000100000010010(1)","1001000100000010001(1); 1001000100000010002(1); 1001000100000010003(1); 1001000100000010004(1); 1001000100000010005(1); 1001000100000010006(1); 1001000100000010007(1); 1001000100000010008(1); 1001000100000010009(1); 1001000100000010010(1)","",""
"encounters","ndid","server-side","bigint","212669249","~8,098,610","0","100.0","100100010000001(3857); 100100010003176(1538); 100100010000900(1434); 100100010004959(1291); 100100010000241(1232); 100100010006508(1166); 100100010003590(1130); 100100010000325(1095); 100100010004191(973); 100100010004892(923)","100100010000018(1); 100100010000070(1); 100100010000006(1); 100100010000007(1); 100100010000008(1); 100100010000084(1); 100100010000086(1); 100100010000053(1); 100100010000031(1); 100100010000069(1)","",""
"encounters","enc_date","server-side","date","212669249","~240,072","249563","99.88","","","",""
"encounters","enc_end_date","server-side","date","212669249","n/a","141567539","33.43","","","",""
"encounters","enc_start_time","server-side","time","212669249","~45,569 (sampled)","28866678","86.43","9:59:27(38); 9:54:33(38); 13:11:13(37); 10:35:36(36); 9:11:42(36); 9:52:32(36); 9:27:15(36); 9:55:11(35); 9:53:20(35); 8:53:04(35)","19:13:39(1); 19:39:35(1); 17:12:22(1); 17:57:51(1); 18:52:12(1); 19:45:57(1); 16:38:12(1); 18:04:17(1); 19:17:59(1); 18:54:13(1)","",""
"encounters","enc_end_time","server-side","time","212669249","~50,327 (sampled)","14793273","93.04","11:51:43(36); 11:34:35(36); 10:40:56(35); 11:35:17(35); 11:46:59(34); 11:06:36(34); 11:48:32(34); 10:46:04(33); 11:24:35(33); 10:51:35(33)","6:09:24(1); 19:22:30(1); 20:27:08(1); 20:26:58(1); 19:01:35(1); 19:43:39(1); 5:38:13(1); 17:56:31(1); 18:23:10(1); 18:14:00(1)","",""
"encounters","encounter_category","server-side","varchar(50)","212669249","~17 (sampled)","3076245","98.55","Office Visit(260504); Hospital(82498); MRI(50730); Infusion(26640); Special Studies(22150); EEG(21857); EMG(13244); Multi-Visit(11706); Voided Visit(3323); MS Study(2045)","Botox(1); Nursing Home(15); Legal(62); XRAY(138); Administration(1329); EEG - Digitrace(1855); MDA(1903); MS Study(2045); Voided Visit(3323); Multi-Visit(11706)","",""
"encounters","enc_type","server-side","varchar(50)","212669249","~17 (sampled)","1967690","99.07","Office Visit(260504); Hospital(82498); MRI(50730); Infusion(26640); Special Studies(22150); EEG(21857); EMG(13244); Multi-Visit(11706); Voided Visit(3323); MS Study(2045)","Botox(1); Nursing Home(15); Legal(62); XRAY(138); Administration(1329); EEG - Digitrace(1855); MDA(1903); MS Study(2045); Voided Visit(3323); Multi-Visit(11706)","",""
"encounters","enc_reason","server-side","text","212669249","~1 (sampled)","186696579","12.21","","","",""
"encounters","enc_appt_id","server-side","decimal(18,0)","212669249","~412,893 (sampled)","45200879","78.75","-1(87108); 57567(1); 51244(1); 53421(1); 57529(1); 56770(1); 48773(1); 57614(1); 42385(1); 27323(1)","57567(1); 51244(1); 53421(1); 57529(1); 56770(1); 48773(1); 57614(1); 42385(1); 27323(1); 55094(1)","",""
"encounters","enc_department","server-side","varchar(30)","212669249","~1 (sampled)","3357698","98.42","","","",""
"encounters","doc_speciality","server-side","varchar(60)","212669249","~5 (sampled)","17634386","91.71","Neurology(375331); Diagnostic Radiology(76307); Physical Medicine and Rehabilitation(19425); Nurse Practitioner(13842); Physician Assistant(2363)","Physician Assistant(2363); Nurse Practitioner(13842); Physical Medicine and Rehabilitation(19425); Diagnostic Radiology(76307); Neurology(375331)","",""
"encounters","enc_facility_id","server-side","varchar(200)","212669249","~27 (sampled)","0","100.0","1001(345141); 1020(38864); 1021(33482); 1002(18903); 1013(12292); 1016(10973); 1007(8436); 1019(7086); 1010(5189); 1014(4519)","1024(4); 1028(13); 1026(22); 1025(39); 1012(72); 1015(78); 1006(91); 1004(222); 1023(252); 1009(351)","",""
"encounters","enc_location","server-side","varchar(30)","212669249","~5 (sampled)","175565563","17.45","11(417487); 21(63736); 22(16558); 23(2158); 31(61)","31(61); 23(2158); 22(16558); 21(63736); 11(417487)","",""
"encounters","enc_status","server-side","varchar(30)","212669249","~0 (sampled)","21670111","89.81","","","",""
"encounters","enc_document_flg","server-side","char(2)","212669249","~1 (sampled)","212669249","0.0","","","",""
"encounters","enc_document_id","server-side","varchar(50)","212669249","~0 (sampled)","212669249","0.0","","","",""
"encounters","pregnancy_flg","server-side","char(1)","212669249","~1 (sampled)","208881429","1.78","N(500000)","N(500000)","",""
"encounters","inpatient_flg","server-side","char(1)","212669249","~1 (sampled)","212669249","0.0","","","",""
"encounters","provider_id","server-side","varchar(30)","212669249","~35 (sampled)","4295467","97.98","1015(76307); 1004(52413); 1019(30001); 1009(28974); 1010(27109); 1008(27090); 1005(26578); 1016(25345); 1014(21801); 1007(19425)","7976(1); 9625(1); 9048(2); 1011(510); 1023(1254); 6458(1454); 1018(1456); 6710(1907); 1022(1981); 9037(2363)","",""
"encounters","supervising_provider_id","server-side","varchar(100)","212669249","~1 (sampled)","137753201","35.23","","","",""
"encounters","primary_provider_id","server-side","varchar(100)","212669249","~4,062 (sampled)","211302359","0.64","1228(451); 1212(339); 1417(320); 1099(302); 1459(287); 1352(278); 1260(271); 1318(268); 1400(262); 1742(243)","4528(1); 5332(1); 3928(1); 2922(1); 2477(1); 3625(1); 1625(1); 4406(1); 3863(1); 4580(1)","",""
"encounters","referral_flg","server-side","varchar(15)","212669249","~1 (sampled)","212157266","0.24","","","",""
"encounters","referring_provider_id","server-side","varchar(30)","212669249","~1 (sampled)","175479772","17.49","0(500000)","0(500000)","",""
"encounters","referring_provider_name","server-side","varchar(255)","212669249","~0 (sampled)","210793450","0.88","","","",""
"encounters","referring_provider_npi","server-side","varchar(255)","212669249","~0 (sampled)","210794495","0.88","","","",""
"encounters","locked","server-side","char(1)","212669249","~0 (sampled)","212669249","0.0","","","",""
"encounters","provider_name","server-side","varchar(200)","212669249","~0 (sampled)","212669249","0.0","","","",""
"encounters","care_team","server-side","varchar(200)","212669249","~0 (sampled)","212669249","0.0","","","",""
"encounters","payer","server-side","varchar(100)","212669249","~0 (sampled)","212669249","0.0","","","",""
"encounters","referral_reason","server-side","varchar(200)","212669249","~0 (sampled)","212669249","0.0","","","",""
"encounters","visit_type","server-side","varchar(50)","212669249","~0 (sampled)","212669249","0.0","","","",""
"encounters","rendering_provider_name","server-side","varchar(200)","212669249","~1 (sampled)","212669249","0.0","","","",""
"encounters","created_datetime","server-side","date","212669249","n/a","0","100.0","","","",""
"encounters","created_by","server-side","varchar(2)","212669249","~1 (sampled)","0","100.0","ND(500000)","ND(500000)","",""
"encounters","ehr_source_name","server-side","varchar(50)","212669249","~1 (sampled)","0","100.0","Greenway(500000)","Greenway(500000)","",""
"encounters","source_path","server-side","varchar(50)","212669249","~1 (sampled)","0","100.0","bronze_table(500000)","bronze_table(500000)","",""
"encounters","data_type","server-side","varchar(10)","212669249","~1 (sampled)","0","100.0","Structured(500000)","Structured(500000)","",""
"encounters","psid","server-side","int","212669249","~8,007","0","100.0","1(500000)","1(500000)","",""
"encounters","nd_extracted_date","server-side","date","212669249","n/a","18164140","91.46","","","",""
"encounters","udm_inc_id","server-side","bigint","212669249","~207,924,144","0","100.0","213479674(1); 213479675(1); 213479676(1); 213479677(1); 213479678(1); 213479679(1); 213479680(1); 213479681(1); 213479682(1); 213479683(1)","213479674(1); 213479675(1); 213479676(1); 213479677(1); 213479678(1); 213479679(1); 213479680(1); 213479681(1); 213479682(1); 213479683(1)","",""
"encounters","enc_date_proxy","server-side","date","212669249","n/a","249563","99.88","","","",""
