"table_name","column_name","python_datatype","db_datatype","row_count","unique_count","null_count","fill_rate_pct","top_10_values","bottom_10_values","min_length","max_length"
"encounters","referring_provider_name","object","varchar(255)","100","0","100","0.0","","","",""
"encounters","referring_provider_npi","object","varchar(255)","100","0","100","0.0","","","",""
"encounters","locked","object","char(1)","100","0","100","0.0","","","",""
"encounters","provider_name","object","varchar(200)","100","0","100","0.0","","","",""
"encounters","care_team","object","varchar(200)","100","0","100","0.0","","","",""
"encounters","payer","object","varchar(100)","100","0","100","0.0","","","",""
"encounters","referral_reason","object","varchar(200)","100","0","100","0.0","","","",""
"encounters","visit_type","object","varchar(50)","100","0","100","0.0","","","",""
"encounters","rendering_provider_name","object","varchar(200)","100","1","0","100.0","(100)","(100)","0","0"
"encounters","created_datetime","object","date","100","1","0","100.0","2026-02-19(100)","2026-02-19(100)","10","10"
"encounters","created_by","object","varchar(2)","100","1","0","100.0","ND(100)","ND(100)","2","2"
"encounters","ehr_source_name","object","varchar(50)","100","1","0","100.0","Greenway(100)","Greenway(100)","8","8"
"encounters","source_path","object","varchar(50)","100","1","0","100.0","bronze_table(100)","bronze_table(100)","12","12"
"encounters","data_type","object","varchar(10)","100","1","0","100.0","Structured(100)","Structured(100)","10","10"
"encounters","psid","int64","int","100","1","0","100.0","12(100)","12(100)","",""
"encounters","nd_extracted_date","object","date","100","1","0","100.0","2026-01-31(100)","2026-01-31(100)","10","10"
"encounters","udm_inc_id","int64","bigint","100","100","0","100.0","1(1); 2(1); 3(1); 4(1); 5(1); 6(1); 7(1); 8(1); 9(1); 10(1)","91(1); 92(1); 93(1); 94(1); 95(1); 96(1); 97(1); 98(1); 99(1); 100(1)","",""
"encounters","enc_date_proxy","object","date","100","18","0","100.0","2013-07-07(9); 2013-07-04(9); 2013-07-05(9); 2013-07-02(8); 2013-04-25(7); 2013-04-28(7); 2013-07-06(7); 2013-04-23(6); 2013-04-29(6); 2013-04-27(6)","2013-04-29(6); 2013-04-27(6); 2013-06-30(5); 2013-04-24(5); 2013-04-30(4); 2013-07-01(4); 2013-06-29(3); 2013-04-22(3); 2013-06-12(1); 2013-07-03(1)","10","10"
"diagnosis","diag_id","object","varchar(100)","100","100","0","100.0","1(1); 10(1); 3(1); 2(1); 6(1); 5(1); 4(1); 8(1); 7(1); 9(1)","231(1); 234(1); 237(1); 239(1); 297752(1); 297751(1); 242(1); 245(1); 248(1); 251(1)","1","6"
"diagnosis","ndid","int64","bigint","100","9","0","100.0","100100140000003(75); 100100140000008(8); 100100140000010(5); 100100140000019(3); 100100140000011(3); 100100140000009(3); 100100140000006(1); 100100140000017(1); 100100140000005(1)","100100140000003(75); 100100140000008(8); 100100140000010(5); 100100140000019(3); 100100140000011(3); 100100140000009(3); 100100140000006(1); 100100140000017(1); 100100140000005(1)","",""
"diagnosis","eid","int64","bigint","100","90","0","100.0","1001001400000190001(3); 1001001400000080008(3); 1001001400000030082(2); 1001001400000100005(2); 1001001400000110004(2); 1001001400000080004(2); 1001001400000080005(2); 1001001400000090006(2); 1001001400000030075(1); 1001001400000060001(1)","1001001400000030064(1); 1001001400000030065(1); 1001001400000030066(1); 1001001400000030067(1); 1001001400000030068(1); 1001001400000030069(1); 1001001400000030070(1); 1001001400000030071(1); 1001001400000030072(1); 1001001400000030073(1)","",""
"diagnosis","enc_date","object","date","100","85","0","100.0","2014-03-31(6); 2014-04-02(4); 2014-03-23(4); 2014-01-22(3); 2014-01-04(2); 2014-04-23(2); 2013-11-19(1); 2013-12-29(1); 2014-04-04(1); 2014-01-23(1)","2012-02-05(1); 2012-02-06(1); 2012-03-01(1); 2012-03-02(1); 2012-03-03(1); 2012-03-04(1); 2012-03-05(1); 2012-03-06(1); 2012-03-07(1); 2012-03-08(1)","10","10"
"diagnosis","encounter_end_date","object","date","100","12","0","100.0","1900-12-01(76); 1901-02-04(7); 2014-03-31(3); 2014-04-02(3); 2014-01-22(2); 1900-11-27(2); 2014-04-23(2); 2014-01-17(1); 2014-04-04(1); 2014-04-01(1)","2014-03-31(3); 2014-04-02(3); 2014-01-22(2); 1900-11-27(2); 2014-04-23(2); 2014-01-17(1); 2014-04-04(1); 2014-04-01(1); 2014-01-23(1); 1901-02-05(1)","10","10"
"diagnosis","diag_date","object","date","100","85","0","100.0","2014-03-31(6); 2014-04-02(4); 2014-03-23(4); 2014-01-22(3); 2014-01-04(2); 2014-04-23(2); 2013-11-19(1); 2013-12-29(1); 2014-04-04(1); 2014-01-23(1)","2012-02-05(1); 2012-02-06(1); 2012-03-01(1); 2012-03-02(1); 2012-03-03(1); 2012-03-04(1); 2012-03-05(1); 2012-03-06(1); 2012-03-07(1); 2012-03-08(1)","10","10"
"diagnosis","diag_code","object","varchar(10)","100","20","0","100.0","786.2(72); 345.10(4); 780.39(4); 345.40(3); 780.33(2); 039.2(1); 345.50(1); 345.00(1); 345.90(1); 340(1)","345.01(1); 345.2(1); 345.3(1); 345.11(1); 447.72(1); 441.3(1); 765.26(1); 765.23(1); 571.1(1); 441.4(1)","3","6"
"diagnosis","diag_desc","object","longtext","100","20","0","100.0","Cough(72); Generalized convulsive epilepsy, without mention of intractable epilepsy(4); Other convulsions(4); Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy(3); Post traumatic seizures(2); Abdominal actinomycotic infection(1); Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy(1); Generalized nonconvulsive epilepsy, without mention of intractable epilepsy(1); Epilepsy, unspecified, without mention of intractable epilepsy(1); Multiple sclerosis(1)","Generalized nonconvulsive epilepsy, with intractable epilepsy(1); Petit mal status(1); Grand mal status(1); Generalized convulsive epilepsy, with intractable epilepsy(1); Abdominal aortic ectasia(1); Abdominal aneurysm, ruptured(1); 31-32 completed weeks of gestation(1); 25-26 completed weeks of gestation(1); Acute alcoholic hepatitis(1); Abdominal aneurysm without mention of rupture(1)","5","142"
"diagnosis","diag_coding_system","object","varchar(6)","100","1","0","100.0","ICD-9(100)","ICD-9(100)","5","5"
"diagnosis","diag_code_stripped","object","varchar(10)","100","20","0","100.0","786.2(72); 345.10(4); 780.39(4); 345.40(3); 780.33(2); 039.2(1); 345.50(1); 345.00(1); 345.90(1); 340(1)","345.01(1); 345.2(1); 345.3(1); 345.11(1); 447.72(1); 441.3(1); 765.26(1); 765.23(1); 571.1(1); 441.4(1)","3","6"
"diagnosis","primary_diagnosis_flag","object","varchar(10)","100","2","0","100.0","0(88); 1(12)","0(88); 1(12)","1","1"
"diagnosis","parent_diagnosis_code","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","parent_diagnosis_desc","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","icd_codeset","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","icd_codeset_desc","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","icd_codeset_group","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","icd_codeset_system","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","snomed_code","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","diag_severity","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","diag_status","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","diag_end_date","object","date","100","0","100","0.0","","","",""
"diagnosis","provisional_diag_flag","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","differential_diag_flag","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","comments_notes","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","diag_risk","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","specify","object","varchar(60)","100","0","100","0.0","","","",""
"diagnosis","nd_extracted_date","object","date","100","1","0","100.0","2025-09-28(100)","2025-09-28(100)","10","10"
"diagnosis","created_datetime","object","date","100","1","0","100.0","2026-02-19(100)","2026-02-19(100)","10","10"
"diagnosis","created_by","object","varchar(50)","100","1","0","100.0","ND(100)","ND(100)","2","2"
"diagnosis","ehr_source_name","object","varchar(15)","100","1","0","100.0","eCW(100)","eCW(100)","3","3"
"diagnosis","source_path","object","varchar(12)","100","1","0","100.0","bronze_table(100)","bronze_table(100)","12","12"
"diagnosis","data_type","object","varchar(10)","100","1","0","100.0","Structured(100)","Structured(100)","10","10"
"diagnosis","psid","int64","int","100","1","0","100.0","14(100)","14(100)","",""
"diagnosis","udm_inc_id","int64","bigint","100","100","0","100.0","9730702(1); 9730703(1); 9730704(1); 9730705(1); 9730706(1); 9730707(1); 9730708(1); 9730709(1); 9730710(1); 9730711(1)","9730792(1); 9730793(1); 9730794(1); 9730795(1); 9730796(1); 9730797(1); 9730798(1); 9730799(1); 9730800(1); 9730801(1)","",""
"diagnosis","enc_date_proxy","object","date","100","85","0","100.0","2014-03-31(6); 2014-04-02(4); 2014-03-23(4); 2014-01-22(3); 2014-01-04(2); 2014-04-23(2); 2013-11-19(1); 2013-12-29(1); 2014-04-04(1); 2014-01-23(1)","2012-02-05(1); 2012-02-06(1); 2012-03-01(1); 2012-03-02(1); 2012-03-03(1); 2012-03-04(1); 2012-03-05(1); 2012-03-06(1); 2012-03-07(1); 2012-03-08(1)","10","10"
"diagnosis","icd10_desc_std","object","text","100","1","0","100.0","NS(100)","NS(100)","2","2"
"diagnosis","icd9_desc_std","object","text","100","20","0","100.0","Cough(72); Generalized convulsive epilepsy, without mention of intractable epilepsy(4); Other convulsions(4); Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy(3); Post traumatic seizures(2); Abdominal actinomycotic infection(1); Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy(1); Generalized nonconvulsive epilepsy, without mention of intractable epilepsy(1); Epilepsy, unspecified, without mention of intractable epilepsy(1); Multiple sclerosis(1)","Generalized nonconvulsive epilepsy, with intractable epilepsy(1); Petit mal status(1); Grand mal status(1); Generalized convulsive epilepsy, with intractable epilepsy(1); Abdominal aortic ectasia(1); Abdominal aneurysm, ruptured(1); 31-32 completed weeks of gestation(1); 25-26 completed weeks of gestation(1); Acute alcoholic hepatitis(1); Abdominal aneurysm without mention of rupture(1)","5","142"
"diagnosis","diag_coding_system_std","object","varchar(50)","100","1","0","100.0","ICD-9(100)","ICD-9(100)","5","5"
"diagnosis","primary_diagnosis_flag_std","object","varchar(10)","100","2","0","100.0","N(88); Y(12)","N(88); Y(12)","1","1"
"diagnosis","diag_desc_std","object","text","100","20","0","100.0","Cough(72); Generalized convulsive epilepsy, without mention of intractable epilepsy(4); Other convulsions(4); Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy(3); Post traumatic seizures(2); Abdominal actinomycotic infection(1); Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy(1); Generalized nonconvulsive epilepsy, without mention of intractable epilepsy(1); Epilepsy, unspecified, without mention of intractable epilepsy(1); Multiple sclerosis(1)","Generalized nonconvulsive epilepsy, with intractable epilepsy(1); Petit mal status(1); Grand mal status(1); Generalized convulsive epilepsy, with intractable epilepsy(1); Abdominal aortic ectasia(1); Abdominal aneurysm, ruptured(1); 31-32 completed weeks of gestation(1); 25-26 completed weeks of gestation(1); Acute alcoholic hepatitis(1); Abdominal aneurysm without mention of rupture(1)","5","142"
"allergies","allergy_id","object","decimal(18,0)","100","95","0","100.0","163588(3); 117819(2); 127496(2); 96293(2); 132845(1); 70023(1); 111894(1); 141426(1); 82167(1); 64220(1)","29782(1); 2423(1); 157398(1); 14169(1); 162391(1); 98653(1); 111421(1); 156468(1); 93773(1); 121695(1)","4","6"
"allergies","ndid","int64","bigint","100","95","0","100.0","100100100170371(3); 100100100029914(2); 100100100134624(2); 100100100092902(2); 100100100085765(1); 100100100064427(1); 100100100102803(1); 100100100110624(1); 100100100072571(1); 100100100061441(1)","100100100008653(1); 100100100030589(1); 100100100160211(1); 100100100043298(1); 100100100171522(1); 100100100095291(1); 100100100114459(1); 100100100165481(1); 100100100024239(1); 100100100129752(1)","",""
"allergies","eid","object","bigint","100","0","100","0.0","","","",""
"allergies","allergy_onset_date","object","varchar(25)","100","15","83","17.0","2011-04-28(2); 2013-08-20(2); 2020-10-22(1); 2023-03-17(1); 2009-07-19(1); 2015-03-10(1); 1997-11-24(1); 2012-01-27(1); 2015-12-31(1); 2020-06-01(1)","2015-03-10(1); 1997-11-24(1); 2012-01-27(1); 2015-12-31(1); 2020-06-01(1); 2018-12-19(1); 2018-12-14(1); 2007-10-05(1); 2015-09-11(1); 2024-04-23(1)","10","10"
"allergies","allergy_end_date","object","date","100","2","98","2.0","2017-05-09(1); 2012-06-20(1)","2017-05-09(1); 2012-06-20(1)","10","10"
"allergies","allergy_type","object","varchar(200)","100","0","100","0.0","","","",""
"allergies","allergen_name","object","longtext","100","2","98","2.0","ASPIRIN(1); PLAQUENIL(1)","ASPIRIN(1); PLAQUENIL(1)","7","9"
"allergies","allergen_code","object","varchar(25)","100","2","98","2.0","1191(1); 202462(1)","1191(1); 202462(1)","4","6"
"allergies","allergen_coding_system","object","varchar(10)","100","1","98","2.0","RXNORM(2)","RXNORM(2)","6","6"
"allergies","allergy_reaction_name","object","longtext","100","13","79","21.0","Other(4); Itching(3); Hives(2); Rash(2); Swelling(2); Dyspnea(1); Hallucinations(1); Anaphylaxis(1); Eye swelling(1); Diarrhea(1)","Rash(2); Swelling(2); Dyspnea(1); Hallucinations(1); Anaphylaxis(1); Eye swelling(1); Diarrhea(1); Irregular heart rate(1); Confusion(1); Dizziness(1)","4","20"
"allergies","allergy_reaction_code","object","text","100","13","79","21.0","74964007(4); 418290006(3); 126485001(2); 271807003(2); 65124004(2); 267036007(1); 7011001(1); 39579001(1); 45177002(1); 62315008(1)","271807003(2); 65124004(2); 267036007(1); 7011001(1); 39579001(1); 45177002(1); 62315008(1); 361138002(1); 40917007(1); 404640003(1)","7","9"
"allergies","allergy_reaction_coding_system","object","varchar(100)","100","1","79","21.0","SNOMED(21)","SNOMED(21)","6","6"
"allergies","allergy_severity","object","varchar(30)","100","2","94","6.0","Severe(5); Mild to moderate(1)","Severe(5); Mild to moderate(1)","6","16"
"allergies","allergy_route","object","varchar(50)","100","0","100","0.0","","","",""
"allergies","allergy_status","object","varchar(50)","100","0","100","0.0","","","",""
"allergies","created_datetime","datetime64[ns]","datetime","100","1","0","100.0","2026-02-18 06:10:08(100)","2026-02-18 06:10:08(100)","",""
"allergies","created_by","object","varchar(2)","100","1","0","100.0","ND(100)","ND(100)","2","2"
"allergies","updated_datetime","datetime64[ns]","datetime","100","1","0","100.0","2026-02-18 06:10:08(100)","2026-02-18 06:10:08(100)","",""
"allergies","updated_by","object","varchar(100)","100","1","0","100.0","ND(100)","ND(100)","2","2"
"allergies","ehr_source_name","object","varchar(100)","100","1","0","100.0","athenaone(100)","athenaone(100)","9","9"
"allergies","source_path","object","varchar(12)","100","1","0","100.0","bronze_layer(100)","bronze_layer(100)","12","12"
"allergies","data_type","object","varchar(10)","100","1","0","100.0","Structured(100)","Structured(100)","10","10"
"allergies","psid","object","varchar(4)","100","1","0","100.0","10(100)","10(100)","2","2"
"allergies","nd_extracted_date","object","date","100","1","0","100.0","2025-06-01(100)","2025-06-01(100)","10","10"
"allergies","udm_inc_id","int64","bigint","100","100","0","100.0","1(1); 2(1); 3(1); 4(1); 5(1); 6(1); 7(1); 8(1); 9(1); 10(1)","91(1); 92(1); 93(1); 94(1); 95(1); 96(1); 97(1); 98(1); 99(1); 100(1)","",""
"allergies","enc_date_proxy","object","date","100","15","83","17.0","2011-04-28(2); 2013-08-20(2); 2020-10-22(1); 2023-03-17(1); 2009-07-19(1); 2015-03-10(1); 1997-11-24(1); 2012-01-27(1); 2015-12-31(1); 2020-06-01(1)","2015-03-10(1); 1997-11-24(1); 2012-01-27(1); 2015-12-31(1); 2020-06-01(1); 2018-12-19(1); 2018-12-14(1); 2007-10-05(1); 2015-09-11(1); 2024-04-23(1)","10","10"
"labs","result_id","int64","bigint","100","100","0","100.0","1784(1); 1783(1); 1782(1); 1781(1); 1780(1); 1779(1); 1778(1); 1777(1); 1776(1); 1775(1)","60092(1); 60091(1); 60090(1); 60089(1); 60088(1); 60087(1); 60086(1); 60085(1); 60084(1); 60083(1)","",""
"labs","ndid","int64","bigint","100","2","0","100.0","100100110237154(71); 100100110007668(29)","100100110237154(71); 100100110007668(29)","",""
"labs","eid","object","bigint","100","0","100","0.0","","","",""
"labs","enc_date","object","date","100","0","100","0.0","","","",""
"labs","lab_order_date","object","date","100","0","100","0.0","","","",""
"labs","sample_collection_date","object","date","100","2","0","100.0","2013-08-27(71); 2013-09-02(29)","2013-08-27(71); 2013-09-02(29)","10","10"
"labs","result_date","object","date","100","0","100","0.0","","","",""
"labs","result_name","object","text","100","0","100","0.0","","","",""
"labs","result_parameter","object","text","100","0","100","0.0","","","",""
"labs","result_code","object","text","100","0","100","0.0","","","",""
"labs","result_coding_system","object","varchar(5)","100","0","100","0.0","","","",""
"labs","result_value","object","longtext","100","1","0","100.0","(100)","(100)","0","0"
"labs","result_unit","object","longtext","100","1","0","100.0","(100)","(100)","0","0"
"labs","result_range","object","longtext","100","1","0","100.0","(100)","(100)","0","0"
"labs","result_value_type","object","char(0)","100","1","0","100.0","(100)","(100)","0","0"
"labs","ordering_provider_name","object","varchar(100)","100","1","0","100.0","(100)","(100)","0","0"
"labs","order_id","object","char(0)","100","1","0","100.0","(100)","(100)","0","0"
"labs","test_performing_lab_id","object","longtext","100","2","0","100.0","1010(71); 1625(29)","1010(71); 1625(29)","4","4"
"labs","test_performing_lab_name","object","varchar(100)","100","1","0","100.0","(100)","(100)","0","0"
"labs","normalcy_flag","object","varchar(100)","100","1","0","100.0","(100)","(100)","0","0"
"labs","result_status","object","longtext","100","1","0","100.0","0(100)","0(100)","1","1"
"labs","report_id","object","varchar(50)","100","1","0","100.0","(100)","(100)","0","0"
"labs","report_status","object","longtext","100","1","0","100.0","Final Results(100)","Final Results(100)","13","13"
"labs","report_description","object","longtext","100","1","0","100.0","(100)","(100)","0","0"
"labs","specimen_source","object","longtext","100","1","0","100.0","(100)","(100)","0","0"
"labs","specimen_number","object","char(0)","100","1","0","100.0","(100)","(100)","0","0"
"labs","internal_note","object","longtext","100","1","0","100.0","(100)","(100)","0","0"
"labs","note_to_patient","object","longtext","100","1","0","100.0","(100)","(100)","0","0"
"labs","facility","object","varchar(20)","100","1","0","100.0","(100)","(100)","0","0"
"labs","interpretation","object","varchar(20)","100","1","0","100.0","(100)","(100)","0","0"
"labs","received","object","varchar(100)","100","1","0","100.0","(100)","(100)","0","0"
"labs","highpriority","object","varchar(20)","100","1","0","100.0","(100)","(100)","0","0"
"labs","cancelled","object","varchar(10)","100","1","0","100.0","(100)","(100)","0","0"
"labs","futureorder","object","varchar(10)","100","1","0","100.0","(100)","(100)","0","0"
"labs","inhouse","object","varchar(10)","100","1","0","100.0","(100)","(100)","0","0"
"labs","ordered_fasting","object","varchar(10)","100","1","0","100.0","(100)","(100)","0","0"
"labs","do_not_publish_to_patient","object","varchar(10)","100","1","0","100.0","(100)","(100)","0","0"
"labs","interfacestatus","object","char(0)","100","1","0","100.0","(100)","(100)","0","0"
"labs","created_datetime","object","date","100","1","0","100.0","2026-02-23(100)","2026-02-23(100)","10","10"
"labs","created_by","object","varchar(2)","100","1","0","100.0","ND(100)","ND(100)","2","2"
"labs","ehr_source_name","object","varchar(9)","100","1","0","100.0","Greenway(100)","Greenway(100)","8","8"
"labs","source_path","object","varchar(12)","100","1","0","100.0","bronze_table(100)","bronze_table(100)","12","12"
"labs","data_type","object","varchar(10)","100","1","0","100.0","Structured(100)","Structured(100)","10","10"
"labs","psid","int64","int","100","1","0","100.0","11(100)","11(100)","",""
"labs","nd_extracted_date","object","date","100","1","0","100.0","2025-09-28(100)","2025-09-28(100)","10","10"
"labs","Result_Document_ID","float64","double","100","2","0","100.0","9499.0(71); 10242.0(29)","9499.0(71); 10242.0(29)","",""
"labs","Report_date","object","datetime","100","0","100","0.0","","","",""
"labs","udm_inc_id","int64","bigint","100","100","0","100.0","1(1); 2(1); 3(1); 4(1); 5(1); 6(1); 7(1); 8(1); 9(1); 10(1)","91(1); 92(1); 93(1); 94(1); 95(1); 96(1); 97(1); 98(1); 99(1); 100(1)","",""
"labs","enc_date_proxy","object","date","100","2","0","100.0","2013-08-27(71); 2013-09-02(29)","2013-08-27(71); 2013-09-02(29)","10","10"
"radiology","result_id","object","varchar(30)","100","100","0","100.0","397557(1); 419566(1); 419567(1); 419568(1); 419659(1); 419929(1); 419952(1); 420091(1); 420094(1); 421474(1)","458057(1); 458139(1); 458449(1); 458450(1); 458462(1); 458463(1); 458464(1); 458759(1); 459730(1); 460139(1)","6","6"
"radiology","ndid","int64","bigint","100","74","0","100.0","100100130059662(5); 100100130134084(3); 100100130216167(3); 100100130108851(3); 100100130051795(3); 100100130066500(3); 100100130133998(3); 100100130035755(2); 100100130106885(2); 100100130023045(2)","100100130048262(1); 100100130025926(1); 100100130108284(1); 100100130007676(1); 100100130167857(1); 100100130020345(1); 100100130041507(1); 100100130160421(1); 100100130004096(1); 100100130052542(1)","",""
"radiology","eid","int64","bigint","100","81","0","100.0","1001001301340840009(3); 1001001302161670009(3); 1001001300596620019(3); 1001001300665000010(3); 1001001301339980052(3); 1001001300596620017(2); 1001001300357550041(2); 1001001300230450012(2); 1001001301123250008(2); 1001001302052840008(2)","1001001300259260006(1); 1001001301125390034(1); 1001001301082840017(1); 1001001300076760049(1); 1001001301678570013(1); 1001001300203450018(1); 1001001300415070027(1); 1001001301604210033(1); 1001001300040960062(1); 1001001300525420012(1)","",""
